code,name
M79.06,"Bệnh thấp khớp, không đặc hiệu: Cẳng chân"
M79.53,Dị vật tồn tại trong mô mềm: Cẳng tay
M79.29,"Đau dây thần kinh và viêm dây thần kinh, không đặc hiệu: Vị trí không xác định"
M79.99,"Các bệnh lý của mô mềm, không đặc hiệu: Vị trí không xác định"
M79.09,"Bệnh thấp khớp, không đặc hiệu: Vị trí không xác định"
M79.9,"Các bệnh lý của mô mềm, không đặc hiệu"
M79.59,Dị vật tồn tại trong mô mềm: Vị trí không xác định
M79.6,Đau ở một chi
M79.82,Các bệnh lý đặc hiệu khác của mô mềm: Cánh tay
M79.7,Đau mô sợi- cơ
M79.86,Các bệnh lý đặc hiệu khác của mô mềm: Cẳng chân
M79.49,Phì đại mỡ vùng bánh chè: Vị trí không xác định
M79.34,"Viêm mô mỡ dưới da, không đặc hiệu: Bàn tay"
M79.18,Đau cơ: Vị trí khác
M79.28,"Đau dây thần kinh và viêm dây thần kinh, không đặc hiệu: Vị trí khác"
M79.39,"Viêm mô mỡ dưới da, không đặc hiệu: Vị trí không xác định"
M79.22,"Đau dây thần kinh và viêm dây thần kinh, không đặc hiệu: Cánh tay"
M79.31,"Viêm mô mỡ dưới da, không đặc hiệu: Vùng bả vai"
M79.58,Dị vật tồn tại trong mô mềm: Vị trí khác
M79.0,"Bệnh thấp khớp, không đặc hiệu"
M79.50,Dị vật tồn tại trong mô mềm: Nhiều vị trí
M79.57,Dị vật tồn tại trong mô mềm: Cổ và bàn chân
M79.13,Đau cơ: Cẳng tay
M79.11,Đau cơ: Vùng bả vai
M79.1,Đau cơ
M79.60,Đau ở một chi: Nhiều vị trí
M79.76,Đau mô sợi- cơ: Cẳng chân
M79.48,Phì đại mỡ vùng bánh chè: Vị trí khác
M79.4,Phì đại mỡ vùng bánh chè
M79.30,"Viêm mô mỡ dưới da, không đặc hiệu: Nhiều vị trí"
M79.14,Đau cơ: Bàn tay
M79.27,"Đau dây thần kinh và viêm dây thần kinh, không đặc hiệu: Cổ và bàn chân"
M79.87,Các bệnh lý đặc hiệu khác của mô mềm: Cổ và bàn chân
M79.16,Đau cơ: Cẳng chân
M79.78,Đau mô sợi- cơ: Vị trí khác
M79.90,"Các bệnh lý của mô mềm, không đặc hiệu: Nhiều vị trí"
M79.36,"Viêm mô mỡ dưới da, không đặc hiệu: Cẳng chân"
M79.64,Đau ở một chi: Bàn tay
M79.66,Đau ở một chi: Cẳng chân
M79.8,Các bệnh lý đặc hiệu khác của mô mềm
M79.62,Đau ở một chi: Cánh tay
M79.98,"Các bệnh lý của mô mềm, không đặc hiệu: Vị trí khác"
M79.75,Đau mô sợi- cơ: Vùng chậu và đùi
M79.89,Các bệnh lý đặc hiệu khác của mô mềm: Vị trí không xác định
M79.92,"Các bệnh lý của mô mềm, không đặc hiệu: Cánh tay"
M79.94,"Các bệnh lý của mô mềm, không đặc hiệu: Bàn tay"
M79.69,Đau ở một chi: Vị trí không xác định
M79.74,Đau mô sợi- cơ: Bàn tay
M79.72,Đau mô sợi- cơ: Cánh tay
M79.00,"Bệnh thấp khớp, không đặc hiệu: Nhiều vị trí"
M79.63,Đau ở một chi: Cẳng tay
M79.10,Đau cơ: Nhiều vị trí
M79.43,Phì đại mỡ vùng bánh chè: Cẳng tay
M79.2,"Đau dây thần kinh và viêm dây thần kinh, không đặc hiệu"
M79.47,Phì đại mỡ vùng bánh chè: Cổ và bàn chân
M79.20,"Đau dây thần kinh và viêm dây thần kinh, không đặc hiệu: Nhiều vị trí"
M79.52,Dị vật tồn tại trong mô mềm: Cánh tay
M79.71,Đau mô sợi- cơ: Vùng bả vai
M79.55,Dị vật tồn tại trong mô mềm: Vùng chậu và đùi
M72.65,Viêm cân mạc hoại tử: Vùng chậu và đùi
M72.60,Viêm cân mạc hoại tử: Nhiều vị trí
M72.63,Viêm cân mạc hoại tử: Cẳng tay
M72.91,Bệnh nguyên bào sợi không đặc hiệu: Vùng bả vai
M72.41,Bệnh xơ giả sarcoma: Vùng bả vai
M72.6,Viêm cân mạc hoại tử
M72.40,Bệnh xơ giả sarcoma: Nhiều vị trí
M72.98,Bệnh nguyên bào sợi không đặc hiệu: Vị trí khác
M72.81,Các bệnh nguyên bào sợi khác: Vùng bả vai
M72.2,Bệnh xơ cân gan chân
M72.82,Các bệnh nguyên bào sợi khác: Cánh tay
M72.90,Bệnh nguyên bào sợi không đặc hiệu: Nhiều vị trí
M72.45,Bệnh xơ giả sarcoma: Vùng chậu và đùi
M72.87,Các bệnh nguyên bào sợi khác: Cổ và bàn chân
M72.69,Viêm cân mạc hoại tử: Vị trí không xác định
M72.0,Bệnh xơ cân gan tay (Dupuytren)
M72.66,Viêm cân mạc hoại tử: Cẳng chân
M72.46,Bệnh xơ giả sarcoma: Cẳng chân
M72.47,Bệnh xơ giả sarcoma: Cổ và bàn chân
M72.8,Các bệnh nguyên bào sợi khác
M72.9,Bệnh nguyên bào sợi không đặc hiệu
M72.67,Viêm cân mạc hoại tử: Cổ và bàn chân
M72.83,Các bệnh nguyên bào sợi khác: Cẳng tay
M72.86,Các bệnh nguyên bào sợi khác: Cẳng chân
M72.1,U đầu xương bàn tay
M72.89,Các bệnh nguyên bào sợi khác: Vị trí không xác định
M72.42,Bệnh xơ giả sarcoma: Cánh tay
M72.97,Bệnh nguyên bào sợi không đặc hiệu: Cổ và bàn chân
M72.4,Bệnh xơ giả sarcoma
M72.92,Bệnh nguyên bào sợi không đặc hiệu: Cánh tay
M72.61,Viêm cân mạc hoại tử: Vùng bả vai
M72.64,Viêm cân mạc hoại tử: Bàn tay
M72.62,Viêm cân mạc hoại tử: Cánh tay
M72.95,Bệnh nguyên bào sợi không đặc hiệu: Vùng chậu và đùi
M72.43,Bệnh xơ giả sarcoma: Cẳng tay
M72.48,Bệnh xơ giả sarcoma: Vị trí khác
M72.96,Bệnh nguyên bào sợi không đặc hiệu: Cẳng chân
M72.44,Bệnh xơ giả sarcoma: Bàn tay
M72.68,Viêm cân mạc hoại tử: Vị trí khác
M72.94,Bệnh nguyên bào sợi không đặc hiệu: Bàn tay
M72.84,Các bệnh nguyên bào sợi khác: Bàn tay
M72.80,Các bệnh nguyên bào sợi khác: Nhiều vị trí
M72.99,Bệnh nguyên bào sợi không đặc hiệu: Vị trí không xác định
M72.85,Các bệnh nguyên bào sợi khác: Vùng chậu và đùi
M72.93,Bệnh nguyên bào sợi không đặc hiệu: Cẳng tay
M72.88,Các bệnh nguyên bào sợi khác: Vị trí khác
M72.49,Bệnh xơ giả sarcoma: Vị trí không xác định
M76.89,"Các bệnh điểm bám gân- dây chằng khác ở chi dưới, không kể bàn chân: Vị trí không xác định"
M76.1,Viêm gân cơ thắt lưng
M76.99,Bệnh điểm bám gân dây chằng chi dưới không đặc hiệu: Vị trí không xác định
M76.9,Bệnh điểm bám gân dây chằng chi dưới không đặc hiệu
M76.85,"Các bệnh điểm bám gân- dây chằng khác ở chi dưới, không kể bàn chân: Vùng chậu và đùi"
M76.95,Bệnh điểm bám gân dây chằng chi dưới không đặc hiệu: Vùng chậu và đùi
M76.2,Gai xương ở mào chậu
M76.6,Viêm gân Achille
M76.0,Viêm gân ở vùng mông
M76.86,"Các bệnh điểm bám gân- dây chằng khác ở chi dưới, không kể bàn chân: Cẳng chân"
M76.8,"Các bệnh điểm bám gân- dây chằng khác ở chi dưới, không kể bàn chân"
M76.5,Viêm gân bánh chè
M76.90,Bệnh điểm bám gân dây chằng chi dưới không đặc hiệu: Nhiều vị trí
M76.97,Bệnh điểm bám gân dây chằng chi dưới không đặc hiệu: Cổ và bàn chân
M76.7,Viêm gân cơ mác
M76.3,Hội chứng dải xơ chậu chày (Maissiat)
M76.96,Bệnh điểm bám gân dây chằng chi dưới không đặc hiệu: Cẳng chân
M76.4,Viêm túi thanh mạc bên của xương chày [Pellegrini- Stieda]
M76.80,"Các bệnh điểm bám gân- dây chằng khác ở chi dưới, không kể bàn chân: Nhiều vị trí"
M76.87,"Các bệnh điểm bám gân- dây chằng khác ở chi dưới, không kể bàn chân: Cổ và bàn chân"
M75.8,Các tổn thương khác ở vai
M75.0,Viêm bao hoạt dịch co thắt khớp vai
M75.6,Rách sụn viền do thoái hoá khớp vai
M75.4,Hội chứng chèn ép vùng vai
M75.5,Viêm túi thanh mạc ở vai
M75.9,Tổn thương vai không đặc hiệu
M75.3,Viêm gân vôi hoá ở vai
M75.2,Viêm gân cơ nhị đầu
M75.1,Hội chứng bao gân xoay
M77.2,Viêm quanh khớp cổ tay
M77.4,Đau xương đốt bàn chân
M77.9,Bệnh điểm bám gân- dây chằng không đặc hiệu
M77.5,Các bệnh điểm bám gân- dây chằng bàn chân khác
M77.3,Gai xương gót
M77.1,Viêm điểm bám gân lồi cầu ngoài xương cánh tay
M77.8,"Các bệnh điểm bám gân- dây chằng khác, không phân loại nơi khác"
M77.0,Viêm điểm bám gân lồi cầu trong xương cánh tay
M65.89,Các viêm màng hoạt dịch và viêm bao gân khác: Vị trí không xác định
M65.02,Áp xe bao gân: Cánh tay
M65.95,"Viêm màng hoạt dịch và viêm bao gân, không đặc hiệu: Vùng chậu và đùi"
M65.2,Viêm gân vôi hoá
M65.18,Viêm (màng hoạt dịch) bao gân nhiễm khuẩn khác: Vị trí khác
M65.03,Áp xe bao gân: Cẳng tay
M65.24,Viêm gân vôi hoá: Bàn tay
M65.07,Áp xe bao gân: Cổ và bàn chân
M65.16,Viêm (màng hoạt dịch) bao gân nhiễm khuẩn khác: Cẳng chân
M65.26,Viêm gân vôi hoá: Cẳng chân
M65.83,Các viêm màng hoạt dịch và viêm bao gân khác: Cẳng tay
M65.08,Áp xe bao gân: Vị trí khác
M65.12,Viêm (màng hoạt dịch) bao gân nhiễm khuẩn khác: Cánh tay
M65.10,Viêm (màng hoạt dịch) bao gân nhiễm khuẩn khác: Nhiều vị trí
M65.4,Viêm bao gân mỏm trâm quay [de Quervain]
M65.28,Viêm gân vôi hoá: Vị trí khác
M65.81,Các viêm màng hoạt dịch và viêm bao gân khác: Vùng bả vai
M65.3,Ngón tay lò xo
M65.11,Viêm (màng hoạt dịch) bao gân nhiễm khuẩn khác: Vùng bả vai
M65.17,Viêm (màng hoạt dịch) bao gân nhiễm khuẩn khác: Cổ và bàn chân
M65.20,Viêm gân vôi hoá: Nhiều vị trí
M65.90,"Viêm màng hoạt dịch và viêm bao gân, không đặc hiệu: Nhiều vị trí"
M65.99,"Viêm màng hoạt dịch và viêm bao gân, không đặc hiệu: Vị trí không xác định"
M65.98,"Viêm màng hoạt dịch và viêm bao gân, không đặc hiệu: Vị trí khác"
M65.82,Các viêm màng hoạt dịch và viêm bao gân khác: Cánh tay
M65.23,Viêm gân vôi hoá: Cẳng tay
M65.05,Áp xe bao gân: Vùng chậu và đùi
M65.15,Viêm (màng hoạt dịch) bao gân nhiễm khuẩn khác: Vùng chậu và đùi
M65.29,Viêm gân vôi hoá: Vị trí không xác định
M65.27,Viêm gân vôi hoá: Cổ và bàn chân
M65.80,Các viêm màng hoạt dịch và viêm bao gân khác: Nhiều vị trí
M65.14,Viêm (màng hoạt dịch) bao gân nhiễm khuẩn khác: Bàn tay
M65.94,"Viêm màng hoạt dịch và viêm bao gân, không đặc hiệu: Bàn tay"
M65.1,Viêm (màng hoạt dịch) bao gân nhiễm khuẩn khác
M65.97,"Viêm màng hoạt dịch và viêm bao gân, không đặc hiệu: Cổ và bàn chân"
M65.25,Viêm gân vôi hoá: Vùng chậu và đùi
M65.06,Áp xe bao gân: Cẳng chân
M65.92,"Viêm màng hoạt dịch và viêm bao gân, không đặc hiệu: Cánh tay"
M65.09,Áp xe bao gân: Vị trí không xác định
M65.9,"Viêm màng hoạt dịch và viêm bao gân, không đặc hiệu"
M65.8,Các viêm màng hoạt dịch và viêm bao gân khác
M65.93,"Viêm màng hoạt dịch và viêm bao gân, không đặc hiệu: Cẳng tay"
M65.91,"Viêm màng hoạt dịch và viêm bao gân, không đặc hiệu: Vùng bả vai"
M65.84,Các viêm màng hoạt dịch và viêm bao gân khác: Bàn tay
M65.22,Viêm gân vôi hoá: Cánh tay
M65.86,Các viêm màng hoạt dịch và viêm bao gân khác: Cẳng chân
M65.00,Áp xe bao gân: Nhiều vị trí
M65.87,Các viêm màng hoạt dịch và viêm bao gân khác: Cổ và bàn chân
M65.96,"Viêm màng hoạt dịch và viêm bao gân, không đặc hiệu: Cẳng chân"
M65.04,Áp xe bao gân: Bàn tay
M65.88,Các viêm màng hoạt dịch và viêm bao gân khác: Vị trí khác
M65.13,Viêm (màng hoạt dịch) bao gân nhiễm khuẩn khác: Cẳng tay
M65.0,Áp xe bao gân
M65.85,Các viêm màng hoạt dịch và viêm bao gân khác: Vùng chậu và đùi
M65.19,Viêm (màng hoạt dịch) bao gân nhiễm khuẩn khác: Vị trí không xác định
M65.01,Áp xe bao gân: Vùng bả vai
M67.81,Các bệnh của màng hoạt dịch và gân đặc hiệu khác: Vùng bả vai
M67.85,Các bệnh của màng hoạt dịch và gân đặc hiệu khác: Vùng chậu và đùi
M67.23,"Phì đại màng hoạt dịch, không phân loại nơi khác: Cẳng tay"
M67.35,Viêm màng hoạt dịch thoáng qua: Vùng chậu và đùi
M67.91,Bệnh của màng hoạt dịch và gân không đặc hiệu: Vùng bả vai
M67.84,Các bệnh của màng hoạt dịch và gân đặc hiệu khác: Bàn tay
M67.3,Viêm màng hoạt dịch thoáng qua
M67.99,Bệnh của màng hoạt dịch và gân không đặc hiệu: Vị trí không xác định
M67.18,Các chứng co rút gân (bao gân) khác: Vị trí khác
M67.2,"Phì đại màng hoạt dịch, không phân loại nơi khác"
M67.13,Các chứng co rút gân (bao gân) khác: Cẳng tay
M67.32,Viêm màng hoạt dịch thoáng qua: Cánh tay
M67.94,Bệnh của màng hoạt dịch và gân không đặc hiệu: Bàn tay
M67.38,Viêm màng hoạt dịch thoáng qua: Vị trí khác
M67.83,Các bệnh của màng hoạt dịch và gân đặc hiệu khác: Cẳng tay
M67.25,"Phì đại màng hoạt dịch, không phân loại nơi khác: Vùng chậu và đùi"
M67.8,Các bệnh của màng hoạt dịch và gân đặc hiệu khác
M67.11,Các chứng co rút gân (bao gân) khác: Vùng bả vai
M67.30,Viêm màng hoạt dịch thoáng qua: Nhiều vị trí
M67.48,Nang hoạt dịch: vị trí khác
M67.49,Nang hoạt dịch: Vị trí không xác định
M67.29,"Phì đại màng hoạt dịch, không phân loại nơi khác: Vị trí không xác định"
M67.89,Các bệnh của màng hoạt dịch và gân đặc hiệu khác: Vị trí không xác định
M67.9,Bệnh của màng hoạt dịch và gân không đặc hiệu
M67.82,Các bệnh của màng hoạt dịch và gân đặc hiệu khác: Cánh tay
M67.36,Viêm màng hoạt dịch thoáng qua: Cẳng chân
M67.80,Các bệnh của màng hoạt dịch và gân đặc hiệu khác: Nhiều vị trí
M67.15,Các chứng co rút gân (bao gân) khác: Vùng chậu và đùi
M67.87,Các bệnh của màng hoạt dịch và gân đặc hiệu khác: Cổ và bàn chân
M67.14,Các chứng co rút gân (bao gân) khác: Bàn tay
M67.40,Nang hoạt dịch: nhiều vị trí
M67.12,Các chứng co rút gân (bao gân) khác: Cánh tay
M67.1,Các chứng co rút gân (bao gân) khác
M67.44,Nang hoạt dịch: bàn tay
M67.27,"Phì đại màng hoạt dịch, không phân loại nơi khác: Cổ và bàn chân"
M67.28,"Phì đại màng hoạt dịch, không phân loại nơi khác: Vị trí khác"
M67.45,Nang hoạt dịch: vùng chậu và đùi
M67.47,Nang hoạt dịch: Cổ và bàn chân
M67.86,Các bệnh của màng hoạt dịch và gân đặc hiệu khác: Cẳng chân
M67.26,"Phì đại màng hoạt dịch, không phân loại nơi khác: Cẳng chân"
M67.43,Nang hoạt dịch: cẳng tay
M67.96,Bệnh của màng hoạt dịch và gân không đặc hiệu: Cẳng chân
M67.16,Các chứng co rút gân (bao gân) khác: Cẳng chân
M67.95,Bệnh của màng hoạt dịch và gân không đặc hiệu: Vùng chậu và đùi
M67.31,Viêm màng hoạt dịch thoáng qua: Vùng bả vai
M67.34,Viêm màng hoạt dịch thoáng qua: Bàn tay
M67.92,Bệnh của màng hoạt dịch và gân không đặc hiệu: Cánh tay
M67.0,Gân Achille (gót) ngắn (mắc phải)
M67.17,Các chứng co rút gân (bao gân) khác: Cổ và bàn chân
M67.93,Bệnh của màng hoạt dịch và gân không đặc hiệu: Cẳng tay
M67.4,Nang hoạt dịch
M67.37,Viêm màng hoạt dịch thoáng qua: Cổ và bàn chân
M67.20,"Phì đại màng hoạt dịch, không phân loại nơi khác: Nhiều vị trí"
M67.10,Các chứng co rút gân (bao gân) khác: Nhiều vị trí
M67.88,Các bệnh của màng hoạt dịch và gân đặc hiệu khác: Vị trí khác
M67.98,Bệnh của màng hoạt dịch và gân không đặc hiệu: Vị trí khác
M67.39,Viêm màng hoạt dịch thoáng qua: Vị trí không xác định
M67.19,Các chứng co rút gân (bao gân) khác: Vị trí không xác định
M67.97,Bệnh của màng hoạt dịch và gân không đặc hiệu: Cổ và bàn chân
M67.21,"Phì đại màng hoạt dịch, không phân loại nơi khác: Vùng bả vai"
M67.90,Bệnh của màng hoạt dịch và gân không đặc hiệu: Nhiều vị trí
M67.41,Nang hoạt dịch: vùng bả vai
M67.24,"Phì đại màng hoạt dịch, không phân loại nơi khác: Bàn tay"
M67.22,"Phì đại màng hoạt dịch, không phân loại nơi khác: Cánh tay"
M67.42,Nang hoạt dịch: cánh tay
M67.33,Viêm màng hoạt dịch thoáng qua: Cẳng tay
M67.46,Nang hoạt dịch: cẳng chân
M68.8*,Các bệnh của màng hoạt dịch và gân khác trong những bệnh phân loại nơi khác
M68.0*,Viêm màng hoạt dịch và viêm bao gân trong những bệnh nhiễm khuẩn phân loại nơi khác
M66.22,Rách (đứt) tự nhiên các gân duỗi: Cánh tay
M66.44,Rách (đứt) tự nhiên các gân khác: Bàn tay
M66.56,Rách (đứt) tự nhiên các gân không xác định: Cẳng chân
M66.12,Rách màng hoạt dịch: Cánh tay
M66.58,Rách (đứt) tự nhiên các gân không xác định: Vị trí khác
M66.14,Rách màng hoạt dịch: Bàn tay
M66.34,Rách (đứt) tự nhiên các gân gấp: Bàn tay
M66.36,Rách (đứt) tự nhiên các gân gấp: Cẳng chân
M66.20,Rách (đứt) tự nhiên các gân duỗi: Nhiều vị trí
M66.41,Rách (đứt) tự nhiên các gân khác: Vùng bả vai
M66.43,Rách (đứt) tự nhiên các gân khác: Cẳng tay
M66.40,Rách (đứt) tự nhiên các gân khác: Nhiều vị trí
M66.31,Rách (đứt) tự nhiên các gân gấp: Vùng bả vai
M66.3,Rách (đứt) tự nhiên các gân gấp
M66.45,Rách (đứt) tự nhiên các gân khác: Vùng chậu và đùi
M66.35,Rách (đứt) tự nhiên các gân gấp: Vùng chậu và đùi
M66.55,Rách (đứt) tự nhiên các gân không xác định: Vùng chậu và đùi
M66.50,Rách (đứt) tự nhiên các gân không xác định: Nhiều vị trí
M66.2,Rách (đứt) tự nhiên các gân duỗi
M66.39,Rách (đứt) tự nhiên các gân gấp: Vị trí không xác định
M66.5,Rách (đứt) tự nhiên các gân không xác định
M66.49,Rách (đứt) tự nhiên các gân khác: Vị trí không xác định
M66.42,Rách (đứt) tự nhiên các gân khác: Cánh tay
M66.18,Rách màng hoạt dịch: Vị trí khác
M66.54,Rách (đứt) tự nhiên các gân không xác định: Bàn tay
M66.48,Rách (đứt) tự nhiên các gân khác: Vị trí khác
M66.24,Rách (đứt) tự nhiên các gân duỗi: Bàn tay
M66.4,Rách (đứt) tự nhiên các gân khác
M66.38,Rách (đứt) tự nhiên các gân gấp: Vị trí khác
M66.47,Rách (đứt) tự nhiên các gân khác: Cổ và bàn chân
M66.52,Rách (đứt) tự nhiên các gân không xác định: Cánh tay
M66.59,Rách (đứt) tự nhiên các gân không xác định: Vị trí không xác định
M66.25,Rách (đứt) tự nhiên các gân duỗi: Vùng chậu và đùi
M66.46,Rách (đứt) tự nhiên các gân khác: Cẳng chân
M66.23,Rách (đứt) tự nhiên các gân duỗi: Cẳng tay
M66.27,Rách (đứt) tự nhiên các gân duỗi: Cổ và bàn chân
M66.21,Rách (đứt) tự nhiên các gân duỗi: Vùng bả vai
M66.30,Rách (đứt) tự nhiên các gân gấp: Nhiều vị trí
M66.33,Rách (đứt) tự nhiên các gân gấp: Cẳng tay
M66.26,Rách (đứt) tự nhiên các gân duỗi: Cẳng chân
M66.53,Rách (đứt) tự nhiên các gân không xác định: Cẳng tay
M66.17,Rách màng hoạt dịch: Cổ và bàn chân
M66.57,Rách (đứt) tự nhiên các gân không xác định: Cổ và bàn chân
M66.32,Rách (đứt) tự nhiên các gân gấp: Cánh tay
M66.37,Rách (đứt) tự nhiên các gân gấp: Cổ và bàn chân
M66.13,Rách màng hoạt dịch: Cẳng tay
M66.11,Rách màng hoạt dịch: Vùng bả vai
M66.29,Rách (đứt) tự nhiên các gân duỗi: Vị trí không xác định
M66.10,Rách màng hoạt dịch: Nhiều vị trí
M66.51,Rách (đứt) tự nhiên các gân không xác định: Vùng bả vai
M66.16,Rách màng hoạt dịch: Cẳng chân
M66.1,Rách màng hoạt dịch
M66.0,Vỡ u nang khoeo chân
M66.19,Rách màng hoạt dịch: Vị trí không xác định
M66.28,Rách (đứt) tự nhiên các gân duỗi: Vị trí khác
M66.15,Rách màng hoạt dịch: Vùng chậu và đùi
M60.01,Viêm cơ nhiễm khuẩn: Vùng bả vai
M60.14,Viêm tổ chức kẽ của cơ: Bàn tay
M60.07,Viêm cơ nhiễm khuẩn: Cổ và bàn chân
M60.00,Viêm cơ nhiễm khuẩn: Nhiều vị trí
M60.82,Các loại viêm cơ khác: Cánh tay
M60.04,Viêm cơ nhiễm khuẩn: Bàn tay
M60.11,Viêm tổ chức kẽ của cơ: Vùng bả vai
M60.17,Viêm tổ chức kẽ của cơ: Cổ và bàn chân
M60.10,Viêm tổ chức kẽ của cơ: Nhiều vị trí
M60.09,Viêm cơ nhiễm khuẩn: Vị trí không xác định
M60.85,Các loại viêm cơ khác: Vùng chậu và đùi
M60.83,Các loại viêm cơ khác: Cẳng tay
M60.19,Viêm tổ chức kẽ của cơ: Vị trí không xác định
M60.23,"U hạt mô mềm do dị vật, không phân loại nơi khác: Cẳng tay"
M60.03,Viêm cơ nhiễm khuẩn: Cẳng tay
M60.80,Các loại viêm cơ khác: Nhiều vị trí
M60.18,Viêm tổ chức kẽ của cơ: Vị trí khác
M60.12,Viêm tổ chức kẽ của cơ: Cánh tay
M60.1,Viêm tổ chức kẽ của cơ
M60.0,Viêm cơ nhiễm khuẩn
M60.2,"U hạt mô mềm do dị vật, không phân loại nơi khác"
M60.9,Viêm cơ không đặc hiệu
M60.16,Viêm tổ chức kẽ của cơ: Cẳng chân
M60.27,"U hạt mô mềm do dị vật, không phân loại nơi khác: Cổ và bàn chân"
M60.22,"U hạt mô mềm do dị vật, không phân loại nơi khác: Cánh tay"
M60.02,Viêm cơ nhiễm khuẩn: Cánh tay
M60.89,Các loại viêm cơ khác: Vị trí không xác định
M60.88,Các loại viêm cơ khác: Vị trí khác
M60.21,"U hạt mô mềm do dị vật, không phân loại nơi khác: Vùng bả vai"
M60.08,Viêm cơ nhiễm khuẩn: Vị trí khác
M60.05,Viêm cơ nhiễm khuẩn: Vùng chậu và đùi
M60.06,Viêm cơ nhiễm khuẩn: Cẳng chân
M60.13,Viêm tổ chức kẽ của cơ: Cẳng tay
M60.25,"U hạt mô mềm do dị vật, không phân loại nơi khác: Vùng chậu và đùi"
M60.84,Các loại viêm cơ khác: Bàn tay
M60.86,Các loại viêm cơ khác: Cẳng chân
M60.24,"U hạt mô mềm do dị vật, không phân loại nơi khác: Bàn tay"
M60.29,"U hạt mô mềm do dị vật, không phân loại nơi khác: Vị trí không xác định"
M60.26,"U hạt mô mềm do dị vật, không phân loại nơi khác: Cẳng chân"
M60.15,Viêm tổ chức kẽ của cơ: Vùng chậu và đùi
M60.8,Các loại viêm cơ khác
M60.28,"U hạt mô mềm do dị vật, không phân loại nơi khác: Vị trí khác"
M60.20,"U hạt mô mềm do dị vật, không phân loại nơi khác: Nhiều vị trí"
M60.87,Các loại viêm cơ khác: Cổ và bàn chân
M60.81,Các loại viêm cơ khác: Vùng bả vai
M61.1,Viêm cơ cốt hoá tiến triển
M61.0,Viêm cơ cốt hoá do chấn thương
M61.2,Vôi hoá và cốt hoá cơ do liệt
M61.5,Các dạng cốt hoá cơ khác
M61.3,Vôi hoá và cốt hoá cơ liên quan đến bỏng
M61.4,Các dạng vôi hoá cơ khác
M61.9,Các chứng vôi hoá và cốt hoá cơ không đặc hiệu
M62.20,Nhồi máu cơ do thiếu máu cục bộ: Nhiều vị trí
M62.25,Nhồi máu cơ do thiếu máu cục bộ: Vùng chậu và đùi
M62.86,Các bệnh cơ đặc hiệu khác: Cẳng chân
M62.22,Nhồi máu cơ do thiếu máu cục bộ: Cánh tay
M62.88,Các bệnh cơ đặc hiệu khác: Vị trí khác
M62.10,Rách cơ khác (không do chấn thương): Nhiều vị trí
M62.97,Bệnh cơ không đặc hiệu: Cổ và bàn chân
M62.38,Hội chứng bất động (liệt 2 chi dưới): Vị trí khác
M62.54,"Nhẽo cơ và teo cơ, không phân loại nơi khác: Bàn tay"
M62.3,Hội chứng bất động (liệt 2 chi dưới)
M62.19,Rách cơ khác (không do chấn thương): Vị trí không xác định
M62.06,Lỏng nhẽo cơ: Cẳng chân
M62.35,Hội chứng bất động (liệt 2 chi dưới): Vùng chậu và đùi
M62.1,Rách cơ khác (không do chấn thương)
M62.29,Nhồi máu cơ do thiếu máu cục bộ: Vị trí không xác định
M62.04,Lỏng nhẽo cơ: Bàn tay
M62.0,Lỏng nhẽo cơ
M62.2,Nhồi máu cơ do thiếu máu cục bộ
M62.56,"Nhẽo cơ và teo cơ, không phân loại nơi khác: Cẳng chân"
M62.40,Co cứng cơ: Nhiều vị trí
M62.69,Căng cơ quá mức: Vị trí không xác định
M62.13,Rách cơ khác (không do chấn thương): Cẳng tay
M62.44,Co cứng cơ: Bàn tay
M62.15,Rách cơ khác (không do chấn thương): Vùng chậu và đùi
M62.4,Co cứng cơ
M62.82,Các bệnh cơ đặc hiệu khác: Cánh tay
M62.62,Căng cơ quá mức: Cánh tay
M62.96,Bệnh cơ không đặc hiệu: Cẳng chân
M62.21,Nhồi máu cơ do thiếu máu cục bộ: Vùng bả vai
M62.66,Căng cơ quá mức: Cẳng chân
M62.24,Nhồi máu cơ do thiếu máu cục bộ: Bàn tay
M62.8,Các bệnh cơ đặc hiệu khác
M62.33,Hội chứng bất động (liệt 2 chi dưới): Cẳng tay
M62.41,Co cứng cơ: Vùng bả vai
M62.02,Lỏng nhẽo cơ: Cánh tay
M62.92,Bệnh cơ không đặc hiệu: Cánh tay
M62.27,Nhồi máu cơ do thiếu máu cục bộ: Cổ và bàn chân
M62.93,Bệnh cơ không đặc hiệu: Cẳng tay
M62.01,Lỏng nhẽo cơ: Vùng bả vai
M62.23,Nhồi máu cơ do thiếu máu cục bộ: Cẳng tay
M62.91,Bệnh cơ không đặc hiệu: Vùng bả vai
M62.49,Co cứng cơ: Vị trí không xác định
M62.98,Bệnh cơ không đặc hiệu: Vị trí khác
M62.84,Các bệnh cơ đặc hiệu khác: Bàn tay
M62.45,Co cứng cơ: Vùng chậu và đùi
M62.28,Nhồi máu cơ do thiếu máu cục bộ: Vị trí khác
M62.68,Căng cơ quá mức: Vị trí khác
M62.43,Co cứng cơ: Cẳng tay
M62.52,"Nhẽo cơ và teo cơ, không phân loại nơi khác: Cánh tay"
M62.16,Rách cơ khác (không do chấn thương): Cẳng chân
M62.05,Lỏng nhẽo cơ: Vùng chậu và đùi
M62.5,"Nhẽo cơ và teo cơ, không phân loại nơi khác"
