code,name
V30.1,Người đi xe cơ giới 3 bánh bị thương khi va chạm với người đi bộ hay súc vật: Hành khách bị thương trong tai nạn không giao thông
V30.3,Người đi xe cơ giới 3 bánh bị thương khi va chạm với người đi bộ hay súc vật: Người đi trên xe bị thương trong tai nạn không giao thông
V30.9,Người đi xe cơ giới 3 bánh bị thương khi va chạm với người đi bộ hay súc vật: Người đi trên xe bị thương trong tai nạn giao thông
V30.0,Người đi xe cơ giới 3 bánh bị thương khi va chạm với người đi bộ hay súc vật: Người lái xe bị thương trong tai nạn không giao thông
V30.7,Người đi xe cơ giới 3 bánh bị thương khi va chạm với người đi bộ hay súc vật: Người bên ngoài xe bị thương trong tai nạn giao thông
V34.5,Người trên xe cơ giới 3 bánh bị thương khi va chạm với xe tải nặng hay xe buýt: Người lái xe bị thương trong tai nạn giao thông
V34.9,Người trên xe cơ giới 3 bánh bị thương khi va chạm với xe tải nặng hay xe buýt: Người đi trên xe bị thương trong tai nạn giao thông
V34.7,Người trên xe cơ giới 3 bánh bị thương khi va chạm với xe tải nặng hay xe buýt: Người bên ngoài xe bị thương trong tai nạn giao thông
V34.3,Người trên xe cơ giới 3 bánh bị thương khi va chạm với xe tải nặng hay xe buýt: Người đi trên xe bị thương trong tai nạn không giao thông
V34.0,Người trên xe cơ giới 3 bánh bị thương khi va chạm với xe tải nặng hay xe buýt: Người lái xe bị thương trong tai nạn không giao thông
V34.1,Người trên xe cơ giới 3 bánh bị thương khi va chạm với xe tải nặng hay xe buýt: Hành khách bị thương trong tai nạn không giao thông
V34.2,Người trên xe cơ giới 3 bánh bị thương khi va chạm với xe tải nặng hay xe buýt: Người bên ngoài xe bị thương trong tai nạn không giao thông
V34.6,Người trên xe cơ giới 3 bánh bị thương khi va chạm với xe tải nặng hay xe buýt: Hành khách bị thương trong tai nạn giao thông
V34.4,Người trên xe cơ giới 3 bánh bị thương khi va chạm với xe tải nặng hay xe buýt: Người bị thương khi lên hoặc xuống xe
V33.3,"Người trên xe cơ giới 3 bánh bị thương khi va chạm với ô tô, xe bán tải hoặc xe tải nhẹ: Người đi trên xe bị thương trong tai nạn không giao thông"
V33.0,"Người trên xe cơ giới 3 bánh bị thương khi va chạm với ô tô, xe bán tải hoặc xe tải nhẹ: Người lái xe bị thương trong tai nạn không giao thông"
V33.5,"Người trên xe cơ giới 3 bánh bị thương khi va chạm với ô tô, xe bán tải hoặc xe tải nhẹ: Người lái xe bị thương trong tai nạn giao thông"
V33.7,"Người trên xe cơ giới 3 bánh bị thương khi va chạm với ô tô, xe bán tải hoặc xe tải nhẹ: Người bên ngoài xe bị thương trong tai nạn giao thông"
V33.2,"Người trên xe cơ giới 3 bánh bị thương khi va chạm với ô tô, xe bán tải hoặc xe tải nhẹ: Người bên ngoài xe bị thương trong tai nạn không giao thông"
V33.6,"Người trên xe cơ giới 3 bánh bị thương khi va chạm với ô tô, xe bán tải hoặc xe tải nhẹ: Hành khách bị thương trong tai nạn giao thông"
V33.4,"Người trên xe cơ giới 3 bánh bị thương khi va chạm với ô tô, xe bán tải hoặc xe tải nhẹ: Người bị thương khi lên hoặc xuống xe"
V33.1,"Người trên xe cơ giới 3 bánh bị thương khi va chạm với ô tô, xe bán tải hoặc xe tải nhẹ: Hành khách bị thương trong tai nạn không giao thông"
V35.0,Người đi xe cơ giới 3 bánh bị thương khi va chạm với tàu hoả hay ô tô ray: Người lái xe bị thương trong tai nạn không giao thông
V33.9,"Người trên xe cơ giới 3 bánh bị thương khi va chạm với ô tô, xe bán tải hoặc xe tải nhẹ: Người đi trên xe bị thương trong tai nạn giao thông"
V36.4,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe thô sơ khác: Người bị thương khi lên hoặc xuống xe
V36.5,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe thô sơ khác: Người lái xe bị thương trong tai nạn giao thông
V36.6,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe thô sơ khác: Hành khách bị thương trong tai nạn giao thông
V36.9,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe thô sơ khác: Người đi trên xe bị thương trong tai nạn giao thông
V36.7,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe thô sơ khác: Người bên ngoài xe bị thương trong tai nạn giao thông
V36.2,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe thô sơ khác: Người bên ngoài xe bị thương trong tai nạn không giao thông
V36.0,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe thô sơ khác: Người lái xe bị thương trong tai nạn không giao thông
V36.3,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe thô sơ khác: Người đi trên xe bị thương trong tai nạn không giao thông
V36.1,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe thô sơ khác: Hành khách bị thương trong tai nạn không giao thông
V31.1,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe đạp: Hành khách bị thương trong tai nạn không giao thông
V31.2,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe đạp: Người bên ngoài xe bị thương trong tai nạn không giao thông
V31.3,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe đạp: Người đi trên xe bị thương trong tai nạn không giao thông
V31.6,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe đạp: Hành khách bị thương trong tai nạn giao thông
V31.7,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe đạp: Người bên ngoài xe bị thương trong tai nạn giao thông
V31.4,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe đạp: Người bị thương khi lên hoặc xuống xe
V31.9,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe đạp: Người đi trên xe bị thương trong tai nạn giao thông
V31.0,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe đạp: Người lái xe bị thương trong tai nạn không giao thông
V31.5,Người đi xe cơ giới 3 bánh bị thương khi va chạm với xe đạp: Người lái xe bị thương trong tai nạn giao thông
V35.3,Người đi xe cơ giới 3 bánh bị thương khi va chạm với tàu hoả hay ô tô ray: Người đi trên xe bị thương trong tai nạn không giao thông
V35.2,Người đi xe cơ giới 3 bánh bị thương khi va chạm với tàu hoả hay ô tô ray: Người bên ngoài xe bị thương trong tai nạn không giao thông
V35.9,Người đi xe cơ giới 3 bánh bị thương khi va chạm với tàu hoả hay ô tô ray: Người đi trên xe bị thương trong tai nạn giao thông
V35.1,Người đi xe cơ giới 3 bánh bị thương khi va chạm với tàu hoả hay ô tô ray: Hành khách bị thương trong tai nạn không giao thông
V35.7,Người đi xe cơ giới 3 bánh bị thương khi va chạm với tàu hoả hay ô tô ray: Người bên ngoài xe bị thương trong tai nạn giao thông
V35.4,Người đi xe cơ giới 3 bánh bị thương khi va chạm với tàu hoả hay ô tô ray: Người bị thương khi lên hoặc xuống xe
V35.6,Người đi xe cơ giới 3 bánh bị thương khi va chạm với tàu hoả hay ô tô ray: Hành khách bị thương trong tai nạn giao thông
V35.5,Người đi xe cơ giới 3 bánh bị thương khi va chạm với tàu hoả hay ô tô ray: Người lái xe bị thương trong tai nạn giao thông
V93.7,"Tai nạn trên phương tiện giao thông đường thuỷ không có va chạm, không gây đuối nước và ngập nước: Ván lướt sóng"
V93.6,"Tai nạn trên phương tiện giao thông đường thuỷ không có va chạm, không gây đuối nước và ngập nước: Xuồng bơm hơi (không động cơ)"
V93.5,"Tai nạn trên phương tiện giao thông đường thuỷ không có va chạm, không gây đuối nước và ngập nước: Thuyền ca nô có mái chèo hoặc kayak"
V93.9,"Tai nạn trên phương tiện giao thông đường thuỷ không có va chạm, không gây đuối nước và ngập nước: Thuyền ca nô không xác định"
V93.4,"Tai nạn trên phương tiện giao thông đường thuỷ không có va chạm, không gây đuối nước và ngập nước: Thuyền buồm"
V93.0,"Tai nạn trên phương tiện giao thông đường thuỷ không có va chạm, không gây đuối nước và ngập nước: Tàu thuỷ chở hàng"
V93.3,"Tai nạn trên phương tiện giao thông đường thuỷ không có va chạm, không gây đuối nước và ngập nước: Thuyền ca nô có động cơ khác"
V93.2,"Tai nạn trên phương tiện giao thông đường thuỷ không có va chạm, không gây đuối nước và ngập nước: Tàu thuyền đánh cá"
V93.1,"Tai nạn trên phương tiện giao thông đường thuỷ không có va chạm, không gây đuối nước và ngập nước: Tàu thuỷ chở khách"
V93.8,"Tai nạn trên phương tiện giao thông đường thuỷ không có va chạm, không gây đuối nước và ngập nước: Thuyền ca nô không động cơ khác"
V90.2,Tai nạn giao thông đường thuỷ gây đuối nước và ngập nước: Tàu thuyền đánh cá
V90.0,Tai nạn giao thông đường thuỷ gây đuối nước và ngập nước: Tàu thuỷ chở hàng
V90.4,Tai nạn giao thông đường thuỷ gây đuối nước và ngập nước: Thuyền buồm
V90.8,Tai nạn giao thông đường thuỷ gây đuối nước và ngập nước: Thuyền ca nô không động cơ khác
V90.1,Tai nạn giao thông đường thuỷ gây đuối nước và ngập nước: Tàu thuỷ chở khách
V90.7,Tai nạn giao thông đường thuỷ gây đuối nước và ngập nước: Ván lướt sóng
V90.5,Tai nạn giao thông đường thuỷ gây đuối nước và ngập nước: Thuyền ca nô có mái chèo hoặc kayak
V90.6,Tai nạn giao thông đường thuỷ gây đuối nước và ngập nước: Xuồng bơm hơi (không động cơ)
V90.3,Tai nạn giao thông đường thuỷ gây đuối nước và ngập nước: Thuyền ca nô có động cơ khác
V90.9,Tai nạn giao thông đường thuỷ gây đuối nước và ngập nước: Thuyền ca nô không xác định
V92.8,Đuối nước và ngập nước liên quan đến phương tiện giao thông đường thuỷ mà không phải tai nạn do phương tiện đường thuỷ: Thuyền ca nô không động cơ khác
V92.5,Đuối nước và ngập nước liên quan đến phương tiện giao thông đường thuỷ mà không phải tai nạn do phương tiện đường thuỷ: Thuyền ca nô có mái chèo hoặc kayak
V92.6,Đuối nước và ngập nước liên quan đến phương tiện giao thông đường thuỷ mà không phải tai nạn do phương tiện đường thuỷ: Xuồng bơm hơi (không động cơ)
V92.0,Đuối nước và ngập nước liên quan đến phương tiện giao thông đường thuỷ mà không phải tai nạn do phương tiện đường thuỷ: Tàu thuỷ chở hàng
V92.7,Đuối nước và ngập nước liên quan đến phương tiện giao thông đường thuỷ mà không phải tai nạn do phương tiện đường thuỷ: Ván lướt sóng
V92.2,Đuối nước và ngập nước liên quan đến phương tiện giao thông đường thuỷ mà không phải tai nạn do phương tiện đường thuỷ: Tàu thuyền đánh cá
V92.3,Đuối nước và ngập nước liên quan đến phương tiện giao thông đường thuỷ mà không phải tai nạn do phương tiện đường thuỷ: Thuyền ca nô có động cơ khác
